Ticker,Name,R&D Exp:CY,CAPEX:CY,Tot Assets:CY,Debt/Assets:CY,Curr Ratio:CY,EBIT:CY,ROA:CY,AZS
GTLB US Equity,GITLAB INC-CL A,200840000,-1598000,1317860992,0,1.9347,-187440000,-34.1105,10.3718
GMPW US Equity,GIVEMEPOWER CORP,207005,-353,21296,2218.1724,0.018,-726746, , 
GLEX NO Equity,GLEX AS, , ,19657048,17.5522,14.8104,-1731722,-14.1834, 
VRAR US Equity,GLIMPSE GROUP INC/THE,5455612,-31548,15558603,5.6849,1.4501,-6616059,-32.1023,-25.2141
GLINT PL Equity,GLINTT - GLOBAL INTELLIGENT, ,-142419,183299456,22.9914,0.6427,11258550,2.1732, 
APP CN Equity,GLOBAL COMPLIANCE APPLICATIO,95675,0,50340,1215.2065,0.0153,-1520294,-1277.0961,-1338.1034
GDSI US Equity,GLOBAL DIGITAL SOLUTIONS INC, , , , , , , , 
DOM SM Equity,GLOBAL DOMINION ACCESS SA,0,-52710000,1843703040,21.5197,0.8458,78796000,2.4646,1.2901
GPTX US Equity,GLOBAL PAYMENT TECH INC,713000,-168000,6802000,5.7777,1.7572,-5585000,-60.2251,-2.6319
GLPT US Equity,GLOBAL PROFIT TECHNOLOGIES I, , , , , , , , 
BLOK/H CN Equity,GLOBALBLOCK DIGITAL ASSET TR,0,0,451183.875,0,8.8198,241756.875,4.9676, 
GFS US Equity,GLOBALFOUNDRIES INC,428000000,-1804000000,18044000256,15.2627,2.0416,1128999936,5.6848,1.8456
GLOB US Equity,GLOBANT SA,0,-45110000,2735354880,15.8941,1.3635,198962000,6.4253,8.7995
GN DC Equity,GN STORE NORD A/S,1546000000,-93000000,30641999872,44.0539,0.6511,869000000,0.7447,3.5397
GOFORE FH Equity,GOFORE OYJ, ,-1602000,167084992,16.1307,1.6491,23019000,11.3612,6.7118
GGSM US Equity,GOLD AND GEMSTONE MINING INC,0,0,0, ,0,-114170, , 
GMGI US Equity,GOLDEN MATRIX GROUP INC, ,-43173,79852976,5.1284,1.5144,-526247, ,3.299
GOLQ US Equity,GOLOGIQ INC,3116723, ,11835254,0,0.0167,-24254322,-409.8535,-3122.1337
GOMX SS Equity,GOMSPACE GROUP AB,39905000,-1000,302208992,30.0226,1.5959,-84416000,-29.1024, 
GHH LN Equity,GOOCH & HOUSEGO PLC,7828000,-3526000,166307008,19.5013,3.1882,6812000,-3.5752,3.7907
GMER US Equity,GOOD GAMING INC,0,-725,484394,0,0.7647,-984154,-112.3065,-641.2698
GBK SS Equity,GOODBYE KANSAS GROUP AB, ,-2449000,102121000,11.8977,0.5871,-216328000,-57.948,-18.7978
GPRO US Equity,GOPRO INC-CLASS A,165688000,-1520000,967950976,13.2922,1.7291,-75463000,-5.2016,-0.1761
GREAT SS Equity,GREATER THAN AB, ,-36000,51155000,3.3389,2.079,-31471000,-47.5343,5.5163
INKW US Equity,GREENE CONCEPTS INC, , , , , , , , 
GMERCB SS Equity,GREENMERC AB, , ,12856000,0,5.8893,-3306804,-24.2735, 
GTIC US Equity,GREENTECH INNOVATIONS INC, , , , , , , , 
GDYN US Equity,GRID DYNAMICS HOLDINGS INC,14741000,-7870000,435164992,2.5269,7.6731,-5580000,-0.4171,10.0707
GRWC US Equity,GROW CAPITAL INC,0,0,1913258,48.9181,0.7418,-2869946,-81.9543,-17.269
GRYP US Equity,GRYPHON DIGITAL MINING INC,2335609,0,1358087,379.1362,0.1289,-6899049,-111.1865,-243.0762
GSDT US Equity,GSDT FINTECH GROUP INC, , , , , , , , 
GSIT US Equity,GSI TECHNOLOGY INC,21689000,-645000,42464000,3.5842,5.6117,-20431000,-39.2554,2.0599
GST LN Equity,GSTECHNOLOGIES LTD, ,-254000,7497000,1.4673,3.1768,-981000,-17.0495,16.6598
GHGH US Equity,GUANHUA CORP, , , , , , , , 
GUER US Equity,GUERRILLA RF INC,10282635,-101714,19012038,123.869,0.2799,-12924591,-89.5066,-2.0851
GUESF US Equity,GUESTLOGIX INC,2848219,-923355,92467296,24.8653,1.2058,-3838562,-10.3425,-0.4918
GWRE US Equity,GUIDEWIRE SOFTWARE INC,269380992,-6362000,2226294016,19.8949,1.5467,-52573000,-0.2869,7.6221
GUI FP Equity,GUILLEMOT CORPORATION, ,-1905000,163704000,5.5497,2.2682,2521000,0.5606,2.9635
HDIH US Equity,H-D INTERNATIONAL HOLDING GR, , , , , , , , 
HAI CN Equity,HAIVISION SYSTEMS INC,28833940,-1291781,144091136,11.2263,1.5655,1229595,-0.8647,3.8182
HMM/A CN Equity,HAMMOND MANUFACTURING -CL A, ,-13653000,189538000,29.7835,1.6438,28088000,10.4944,3.188
HAPB CN Equity,HAPBEE TECHNOLOGIES-SUB VTG,999554.375,0,3050317.75,70.7254,0.1785,-4536277,-106.1845,-21.1473
HLIT US Equity,HARMONIC INC,126282000,-8475000,768206016,18.9475,1.2142,22172000,11.3642,-0.5704
HCP US Equity,HASHICORP INC-CL A,222552992,-12030000,1691947008,0.8294,3.4975,-254278000,-11.485,9.4841
HAUP US Equity,HAUPPAUGE DIGITAL INC,3098226,-30482,16981510,0,0.8421,-1823563,-19.441,1.3513
HWKE US Equity,HAWKEYE SYSTEMS INC, ,0,2500,17690.0391,0.0012,-373390,-117.0107,-1519.5745
HYDN US Equity,HAYDEN HALL INC,4347000,-153000,4244000,0,0.5878,-6637000,-156.8523,-184.1499
EMOR US Equity,HEALIXA INC, , , , , , , , 
HCAT US Equity,HEALTH CATALYST INC,72627000,-1236000,701814016,35.4892,4.4185,-126897000,-16.2502,-2.24
HIT US Equity,HEALTH IN TECH INC-CLASS A,2004796,-1144361,11503292,16.6489,1.4346,3383091,12.365, 
CHIP/H CN Equity,HEALTH LOGIC INTERACTIVE INC,0,0,38085,0,0.0068,-80448,-186.797,-736.2701
HCTI US Equity,HEALTHCARE TRIANGLE INC,799000,-13000,10049000,34.1228,0.7053,-11348000,-80.0922,-33.3568
HLYK US Equity,HEALTHLYNKED CORP,0,-1500,4280140,46.114,0.272,-4151711,-22.8466,-27.9641
AIDX CN Equity,HEALWELL AI INC,4811000,-66000,53696000,9.822,2.4155,-28614000,-63.5188,-4.0405
HTSF US Equity,HEARTSOFT INC, ,-65188.9961,1454000,86.7263,0.183,-2614000,-235.482, 
HLEO US Equity,HELIO CORP, , , , , , , , 
HMNY US Equity,HELIOS AND MATHESON ANALYTIC,2012548,-186162,164032592,2.2018,0.3433,-56016784,-163.519,-21.9567
HP CN Equity,HELLO PAL INTERNATIONAL INC,0,-1089509,15853923,0.6785,0.9569,-2107236,-16.9352,3.3833
HLOC US Equity,HELO CORP,2085627,0,2021049,0,1.1173,-1171861,-67.9742, 
HAG GR Equity,HENSOLDT AG,30000000,-115000000,3560000000,24.1011,1.466,157000000,1.6516,1.8409
HRO CN Equity,HERO INNOVATION GROUP INC, , , , , , , , 
HPE US Equity,HEWLETT PACKARD ENTERPRISE,2246000128,-2367000064,71262003200,27.8072,1.2881,2190000128,4.0167,1.1519
HTRO SS Equity,HEXATRONIC GROUP AB,0,-510000000,8732999680,39.9748,2.3242,1122000000,10.5202,3.3496
HSTI US Equity,HIGH SIERRA TECHNOLOGIES INC, ,0,101502,474.9118,0.0429,-238364,-259.256,-39.4368
HWNI US Equity,HIGH WIRE NETWORKS INC, ,-20000,10831754,42.3386,0.2168,-13002932,-66.7147,-27.6875
HMRK/H CN Equity,HIGHMARK INTERACTIVE INC,0,-5279,10003424,42.5822,2.7102,-4571365,-82.481, 
HDWB SS Equity,HITECH & DEVELOPMENT HOLDING, ,-92000,52242000,7.0882,0.3932,-35699000,-64.6293,-36.1247
HNOI US Equity,HNO INTERNATIONAL INC,85802,-14715,2410924,0,0.4249,-34223632,-2817.8181, 
HOLDFL SS Equity,HOLDFLIGHT AB,0,-205000,7165464,0,2.9312,-316720,-4.8459, 
HOODIN SS Equity,HOODIN AB, ,0,6137706,0,4.12,-5749118,-117.3895,-9.9837
HPNN US Equity,HOP-ON INC, , , , , , , , 
HPTO US Equity,HOPTO INC,1524800,0,6049600,0.8463,3.5911,217600,2.0742,-14.1197
HSW LN Equity,HOSTELWORLD GROUP PLC, ,-101000,94828000,11.3121,0.4134,5140000,5.1027,11.7282
HPQ US Equity,HP INC,1640000000,-592000000,39908999168,27.3096,0.7237,3817999872,7.2159,2.2508
KICK US Equity,HPN HOLDINGS INC,0,-13000,2411000,0,6.1424,-589000,-50.3152, 
HUBV US Equity,HUBB VENTURES INC, , , , , , , , 
HUBS SS Equity,HUBBSTER GROUP AB, ,0,55809952,11.6728,0.3639,-15797352,-34.7144,-19.2652
HUBSO SS Equity,HUBSO GROUP AB, ,0,26387134,0,0.654,-35268852,-81.915,-26.2278
HUBS US Equity,HUBSPOT INC,617745024,-100090000,3071392000,25.6501,1.9572,-208056000,-6.2782,9.7863
HUD LN Equity,HUDDLED GROUP PLC, ,-157000,11050000,0.2534,10.7403,-2614000,140.0701,6.2589
HUDL NO Equity,HUDDLESTOCK FINTECH AS, , ,263751008,7.3315,0.3086,-80387000,-39.9707, 
HDLY NO Equity,HUDDLY AS,0,-3256000,691377984,17.6601,2.1785,-119187000,-18.8168,-1.915
HMNU US Equity,HUMAN UNITEC INTERNATIONAL, , , , , , , , 
HMBL US Equity,HUMBL INC,188930,0,1502339,239.4222,0.1511,-13384950,-150.9833,-55.3338
HOC/H CN Equity,HUNTER TECHNOLOGY CORP,0,0,70825.4922,1178.4611,0.0321,-333361.625,-151.6109,-5002.0835
HYSG BB Equity,HYBRID SOFTWARE GROUP PLC,13149000,-635000,137471008,7.566,1.9653,-1161000,0.9454,5.9289
HYI GR Equity,HYRICAN INFORMATIONSSYSTEME, , ,30646880,0,12.9016,-743908.25,-1.5331,5.5796
ALI2S FP Equity,I2S SA, ,-80758,21714676,20.3492,1.9822,752163,4.2024,2.0581
IIIV US Equity,I3 VERTICALS INC-CLASS A, ,-2964000,730675008,4.9331, ,6854000,14.0607, 
IARB SS Equity,IAR SYSTEMS GROUP AB,0,-5800000,700000000,7.3857,1.6463,-204100000,-28.2333,5.3082
IBEX US Equity,IBEX LTD, ,-8855000,293904000,23.3226,2.5348,39429000,11.4623,4.1161
IBTA US Equity,IBOTTA INC-CL A,49996000,-8228000,319790016,29.1282,1.5056,55999000,14.8065, 
IBIN US Equity,IBSG INTERNATIONAL INC, ,-443259,35756988,0,3.7079,7409633,16.3381,2.341
ALICA FP Equity,ICAPE HOLDING SA, ,-1621000,150843008,39.4463,1.135,8570000,3.0326, 
ISFT CN Equity,ICESOFT TECHNOLOGIES CANADA,645084,0,214533,503.4116,0.1072,-209332,-199.5777,-175.2027
ICFI US Equity,ICF INTERNATIONAL INC, ,-22337000,2011772032,31.2559,1.0692,132320000,4.0259,7.0069
ICOA US Equity,ICOA INC, , , , , , , , 
CARE AV Equity,ICONA TECHNOLOGY SPA, , , , , , , , 
ICCT US Equity,ICORECONNECT INC, ,-886899,15686504,44.2005,0.3952,-10276602,-31.064,-24.0436
ID CN Equity,IDENTILLECT TECHNOLOGIES COR,0,0,107702,542.846,0.075,-335517,-253.7801,-181.0066
INVE US Equity,IDENTIV INC,11590000,-4284000,109723000,14.0162,2.5822,-5055000,-5.1664,-1.3936
IDEX NO Equity,IDEX BIOMETRICS ASA,28217000,-243000,24962000,21.6609,1.6394,-26847000,-98.6661,-46.706
IDOX LN Equity,IDOX PLC,5581000,-895000,151474000,20.2517,0.955,9344000,3.9659,4.8664
IEXA US Equity,IEXALT INC, ,0,6455000,31.0457,0.3167,-6040000,-162.0425, 
IS8 GR Equity,IFA SYSTEMS AG,372000, ,14897000,8.062,0.6422,412000,2.8891,4.6983
IFAN US Equity,IFAN FINANCIAL INC, ,0,4000,0,2.6667,-3153, , 
IFSH US Equity,IFS INTERNATIONAL HOLDINGS,2048000.125,-14000,4186999.75,52.5197,0.133,-3801000,-78.1338, 
ITOX US Equity,IIOT-OXYS INC, ,0,207495,238.0723,0.0039,-693399,-296.0655,-1960.8704
IJJP US Equity,IJJ CORP, , , , , , , , 
AILEQ US Equity,ILEARNINGENGINES INC,128544000,-24000,105321000,20.1251,3.4886,18987000,-5.2195,2.1219
IKA LN Equity,ILIKA PLC,3506200,-842500,22825100,2.7395,7.862,-6237100,-19.3556,7.7866
ILYDA GA Equity,ILYDA SA,569949,-1655123,9904205,9.6853,4.2644,1235748,12.6338,11.2606
IMTL US Equity,IMAGE PROTECT INC,373670,-79702,617841,109.2673,1.1066,-272164,-57.5212, 
IWSY US Equity,IMAGEWARE SYSTEMS INC,4461000,-53000,6316000,28.8474,0.1849,-10756000,87.9061,-143.3305
IP CN Equity,IMAGINEAR INC, ,0,153460,0,0.0927,-2160885,-1188.559,-469.0226
IQAI LN Equity,IMAGING BIOMETRICS LTD, ,0,720736,0,0.4902,-406324,-62.7481,-73.2794
IMAX US Equity,IMAX CORP,10110000,-6491000,814668992,32.5623,2.5912,50398000,3.0975,1.8291
IMIN/H CN Equity,IMINING TECHNOLOGIES INC,0,0,16467623,0,6.369,-3553998,-28.9428,13.2831
IMKI US Equity,IMMEDIATEK INC,893771,-251714,2795419,0,0.5484,-1306282,-21.9493,2.5964
ALIMR FP Equity,IMMERSION,0, ,7441189,11.2083,1.3822,-325056,1.1367,1.4895
IMMR US Equity,IMMERSION CORPORATION,281000,0,215731008,0,8.9292,17927000,16.7435,0.835
HOLD CN Equity,IMMUTABLE HOLDINGS INC,0,0,14512702,0,15.7716,-5760517,-34.1818,3.7611
IMPERO DC Equity,IMPERO A/S,0, ,34620000,0,1.2818,-13148000,-39.7013,3.2366
MPT IM Equity,IMPIANTI SPA, ,-54497,4897470,8.1045,1.2687,-1349013,-21.0549,1.8149
PI US Equity,IMPINJ INC,88562000,-18592000,359408992,81.9646,8.7337,-43484000,-12.2305,10.2083
IMSYS SS Equity,IMSYS AB, ,0,51514536,51.4418,0.0706,-12351869,-38.3834,-7.7686
ICP1V FH Equity,INCAP OYJ,300000,-6875000,182348992,18.6856,3.2562,28005000,11.3039,5.7817
INCOAX SS Equity,INCOAX NETWORKS AB,19201472,-1797576,114929536,0,1.4437,-16729885,-14.2025, 
IPUB US Equity,INDIEPUB ENTERTAINMENT INC,2620000,-72000,2059000,130.0146,0.1437,-21291000,-152.1804,-74.5351
IDR SM Equity,INDRA SISTEMAS SA, ,-22988000,4722590208,19.388,1.1326,346993984,4.4448,2.5978
INDCT NO Equity,INDUCT AS, ,-11034408,67317816,7.3621,0.4074,-3025429,-6.2548,-0.2355
INHC LN Equity,INDUCTION HEALTHCARE GROUP P,8788000,0,33374000,0,1.8326,-4202000,-9.0837,-8.02
IFCN SW Equity,INFICON HOLDING AG-REG,48500000,-21794000,519491008,11.0137,2.1874,135200000,22.2733,15.7274
IFX GR Equity,INFINEON TECHNOLOGIES AG,1984999936,-2432000000,28639000576,18.0453,1.903,2190000128,4.5587,4.1212
INFN US Equity,INFINERA CORP,316879008,-62314000,1679238016,44.3437,1.6549,-4840000,-1.506,-0.0712
IMCI US Equity,INFINITE GROUP INC, ,-216023,1665970,268.1902,0.0867,-2339511,-221.3011,-47.0331
IAI CN Equity,INFINITII AI INC,0,0,952661,150.6682,0.5049,-938895,-100.1487,-39.1762
MLIFC FP Equity,INFOCLIP, , , , , , , , 
INOW US Equity,INFONOW CORPORATION,933000,-266000,6148000,0.9109,2.4654,-709000,-11.2579,-7.4041
LYK GA Equity,INFORM P LYKOS HOLDINGS SA,466384,-2500670,77214104,30.043,0.9671,2348407,-0.0444,1.6829
INFA US Equity,INFORMATICA INC - CLASS A,335072000,-6543000,5202081792,36.2763,1.6638,33563000,-2.4631,2.5248
INF FP Equity,INFOTEL,3503000,-4393000,255883008,12.6116,1.6966,24874000,7.0064,4.208
INFRA SS Equity,INFRACOM GROUP AB,0,-7859000,749214976,21.5308,1.1262,89926000,10.7071,6.2723
IFXY US Equity,INFRAX SYSTEMS INC, , , , , , , , 
ING LN Equity,INGENTA PLC,1176000,-80000,9237000,0,1.3593,1881000,25.7303,5.3154
INGM US Equity,INGRAM MICRO HOLDING CORP, ,-202540992,18420314112,23.8612,1.4399,944347008,1.8807, 
ININ NO Equity,ININ GROUP AS,1852000,-8223000,779091008,19.2211,0.9362,-20757000,-13.9819,0.7666
INISSB SS Equity,INISSION AB,0,-44997000,1567155968,27.6208,1.4478,180358000,6.0445,2.9155
IXX GR Equity,INIT INNOVATION IN TRAFFIC S,13026000,-4088000,260478000,26.5988,1.8859,20745000,5.9993,3.3486
INND US Equity,INNERSCOPE HEARING TECHNOLOG, ,-7272,1683310,309.6865,0.0023,-1229244, ,-9.7992
IFA1V FH Equity,INNOFACTOR OYJ,5108000,-714000,54451000,17.6599,0.7824,5835000,6.2358,5.7378
MPEG US Equity,INNOVACOM INC, , , , , , , , 
INQR US Equity,INNOVAQOR INC, , , , , , , , 
IVFH US Equity,INNOVATIVE FOOD HOLDINGS INC, ,-122403,21323086,43.8002,1.5787,-3253599,-19.4673,3.9712
INSG US Equity,INSEEGO CORP,21513000,-704000,121797000,136.8112,1.0414,-36282000,-32.8937,-12.9446
INSG LN Equity,INSIG AI PLC, ,0,4552239,0,0.0757,-17609492,-122.8978,-123.1501
NSIT US Equity,INSIGHT ENTERPRISES INC, ,-39252000,6286349824,16.4187,1.284,419795008,4.9357,3.0177
ISGI CN Equity,INSURAGUEST TECHNOLOGIES INC,0,0,890703.375,0,1.2923,-888694.25,-154.5712,-14.5743
INTA US Equity,INTAPP INC,113634000,-8855000,732998976,2.6746,1.1397,-32191000,-4.7024,6.8489
IAS US Equity,INTEGRAL AD SCIENCE HOLDING,72906000,-1975000,1191724032,15.3293,3.2124,17522000,0.6133,10.5072
IBSS US Equity,INTEGRATED BUSINESS SYSTEMS,545772,-20661,624622,598.7335,0.1198,-1755185,-234.7258,-86.7855
IGPK US Equity,INTEGRATED CANNABIS SOLUTION, , , , , , , , 
ICS CN Equity,INTEGRATED CYBER SOLUTIONS I, ,0,57330.5156,601.3453,0.0859,-429001.3438,-7295.8003, 
ISVG US Equity,INTEGRATED SERVICES GROUP IN, , , , , , , , 
INTC US Equity,INTEL CORP,16046000128,-25749999616,191572000768,25.9417,1.5424,93000000,0.904,1.3322
KASH CN Equity,INTELLABRIDGE TECHNOLOGY COR,15536,0,333194,0,0.6347,-359898,-86.0861,-28.6654
INT PZ Equity,INTELLIAM AI PLC, ,-29468,1525437,27.9055,1.9168,254732,16.1814, 
IDN US Equity,INTELLICHECK INC,4680000,-93000,23808000,0,2.2007,-2276000,-8.5601,-9.6793
4971 TT Equity,INTELLIEPI INC,45454000,-166432000,1952071936,0.172,2.4967,-32577000,0.4385,5.9295
ITLI US Equity,INTELLIGENTIAS INC, ,-1412454,14472703,0,0.5629,-10073540,-351.6267,-5.2218
INLX US Equity,INTELLINETICS INC, ,-548077,19026260,29.7026,1.1408,1107469, ,2.0271
ITVI US Equity,INTERACT-TV INC, , , , , , , , 
TRNR US Equity,INTERACTIVE STRENGTH INC,10044000,0,16802000,7.0646,0.2487,-54480000,-249.0872,-24.0859
ICCO US Equity,INTERCARE DX INC, , , , , , , , 
IGP LN Equity,INTERCEDE GROUP PLC,0,-358000,25694000,3.1291,1.9473,5432000,27.9289,10.1273
IDCC US Equity,INTERDIGITAL INC,195284992,-4268000,1770813952,35.4659,1.3251,221615008,11.663,5.3414
LINK US Equity,INTERLINK ELECTRONICS INC,2326000,-141000,15062000,1.0556,6.784,-439000,-2.5495,1.8163
ICRD US Equity,INTERNATIONAL CARD ESTABLISH,0,-69236,1337991,32.5093,0.1846,-390841,-29.671,-58.6124
ISHA GR Equity,INTERSHOP COMMUNICATIONS AG,6933000,-149000,38034000,32.868,1.053,-2941000,-7.7743, 
ISPD US Equity,INTERSPEED INC,7491000,-1657000,12891000,0,1.3131,-20992000,-105.4448, 
ITEC US Equity,INTERTECH SOLUTIONS INC, , , , , , , , 
INTT US Equity,INTEST CORP,7618000,-1291000,134828992,12.9527,3.5301,10439000,7.6294,3.4433
IBM US Equity,INTL BUSINESS MACHINES CORP,6775000064,-1244999936,135240998912,44.3172,0.9644,8521999872,5.7162,5.9819
IDIG US Equity,INTL DIGITAL HOLDING INC, , , , , , , , 
INX CN Equity,INTOUCH INSIGHT LTD,2216911,-22664,15924668,25.8,1.3509,458561,-2.9087,6.3534
INTZ US Equity,INTRUSION INC,5556000,-157000,6248000,206.8982,0.0798,-12046000,-178.9731,-24.5109
INTU US Equity,INTUIT INC,2753999872,-250000000,32131999744,20.4376,1.2919,3630000128,9.8912,10.8035
IEC PZ Equity,INVESTMENT EVOLUTION CREDIT, , , , , , , , 
IVSO SS Equity,INVISIO AB,174000000,-21000000,1053000000,3.5897,2.7695,242900000,19.2563, 
IVX GR Equity,INVISION AG,7268000,-78597,18917806,49.6229,4.2317,-3097273,-20.4487,1.5485
FRILAN SS Equity,INVOICERY GROUP AB, ,-84000,282424000,0,1.1592,292000,-0.7216,7.3752
INXTF US Equity,INX LTD-INX TOKENS,3319000,-48000,72516000,1.1984,1.0341,-16475000,-15.5628, 
IOS GR Equity,IONOS GROUP SE, ,-81699000,1596264960,33.4263,0.754,277472000,11.1054, 
IONQ US Equity,IONQ INC,92321000,-13703000,553580032,1.4641,10.4937,-157754000,-27.401,16.3404
IPGP US Equity,IPG PHOTONICS CORP,98704000,-110483000,2698897920,0.6766,8.9111,230616992,8.0438,10.5131
IQE LN Equity,IQE PLC,1823000,-12158000,273513984,19.7961,1.2596,-24671000,-10.3149,1.4315
ISGN US Equity,ISIGN SOLUTIONS INC,590000,-3000,203000,1611.8226,0.0327,-339000,-356.391,-975.2549
ALITL FP Equity,IT LINK SA, ,-422000,59563000,24.5908,1.777,5374000,5.6066,3.1497
ITERA NO Equity,ITERA ASA, ,-10908000,298174016,27.5802,0.9531,78353000,21.3142, 
ITE FP Equity,ITESOFT,6504000,-3004000,29756000,15.5565,1.0514,891000,3.5065,1.8866
ITIM LN Equity,ITIM GROUP PLC, ,-77000,19971000,7.1554,1.0942,-1056000,-4.4721,2.1875
IVU GR Equity,IVU TRAFFIC TECHNOLOGIES AG, ,-1749000,152530000,11.2266,2.2384,15637000,7.6319,5.0096
IZER SM Equity,IZERTIS SA,0,-828000,192267008,42.8831,1.1659,9788000,2.9903,3.9324
IZNN US Equity,IZON NETWORK INC,0,0,450133,14.2669,0.2529,1008904, , 
JBL US Equity,JABIL INC,39000000,-784000000,17351000064,20.8115,1.0856,2012999936,7.5486,3.0978
JJ CN Equity,JACKPOT DIGITAL INC,1607204,-741958,5952239,137.8676,0.0918,-2403897,-66.93,-12.4002
JAMF US Equity,JAMF HOLDING CORP,134422000,-2934000,1589651968,24.4761,0.9538,-115249000,-7.0586,0.8343
JEN GR Equity,JENOPTIK AG,60923000,-78636000,1666912000,29.9247,2.1194,128328000,4.3409,3.9332
FROG US Equity,JFROG LTD,134584000,-1982000,972556032,2.2853,2.4632,-75548000,-6.6446,6.0372
JGHG US Equity,JINZISHENG HOLDING GROUP, , , , , , , , 
JLT SS Equity,JLT MOBILE COMPUTERS AB,34300000,-86000,97197000,0,1.8744,1451000,1.448,4.2446
JDT SS Equity,JONDETECH SENSORS AB,0,0,65326000,0,0.5361,-35456000,-59.6202,-23.118
JNPR US Equity,JUNIPER NETWORKS INC,1144400000,-159400000,9518499840,18.3443,1.8039,470100000,3.2921,2.3513
IDGR US Equity,JZZ TECHNOLOGIES INC, , , , , , , , 
KBT LN Equity,K3 BUSINESS TECHNOLOGY GROUP, ,-588000,45004000,2.2131,0.9223,-1404000,-4.9683,0.7356
KNOS LN Equity,KAINOS GROUP PLC,8332000,-5662000,278844000,2.1152,1.8129,60770000,19.0128,8.5455
ALKAL FP Equity,KALRAY SADIR, ,0,80517000,4.0625,1.0529,-16264000,-13.875, 
KLTR US Equity,KALTURA INC,52400000,-2607000,183736000,29.8412,1.1184,-38655000,-23.7831,-2.5034
KTCG AV Equity,KAPSCH TRAFFICCOM AG,79977000,-5740577,443698272,31.7214,1.4662,52510560,5.0188,1.6468
FUND/H CN Equity,KATIPULT TECHNOLOGY CORP,906000, ,891000,155.8923,0.1891,-659000,-136.6873,-33.1656
KBR US Equity,KBR INC,0,-80000000,5565000192,36.0827,1.0503,448000000,-4.7615,4.4282
KEBNIB SS Equity,KEBNI AB, ,-1615000,88819000,0,1.9523,-38734000,-51.3147,1.7144
KENH SS Equity,KENTIMA HOLDING AB, ,-207000,51548000,19.7777,1.4253,3176000,3.3522,3.7186
KTCC US Equity,KEY TRONIC CORP,8333000,-3958000,355343008,37.9695,2.7684,6758000,-0.7205,2.6853
ALKEY FP Equity,KEYRUS,0,-1772000,341768992,39.5715,1.01,13293000,0.9986,2.0315
KEYW BB Equity,KEYWARE TECHNOLOGIES-REGR,0,0,39181000,3.4073,2.7481,512000,0.7375,3.8937
KILI SS Equity,KILIARO GROUP AB, ,-256976,81268976,0,0.3067,-16415885,-34.4688,-8.2139
KXS CN Equity,KINAXIS INC,81707000,-2299000,691980992,7.4843,2.5362,14102000,1.5012,8.4617
KSEZ US Equity,KINETIC SEAS INC,424000,-356000,6721000,37.7176,1.0403,1210000,12.8106, 
KIT NO Equity,KITRON ASA,0,-15800000,580800000,28.9945,1.5406,69600000,8.969,3.2556
KIWB US Equity,KIWIBOX.COM INC,0,-3584,315414,4486.3413,0.0074,-1262823,-1598.2725,-743.7478
KLAC US Equity,KLA CORP,1278980992,-277384000,15433566208,44.1871,2.1522,3346210048,18.721,7.4584
KLAPPB IR Equity,KLAPPIR GRAENAR LAUSNIR HF-B, ,0,804884672,38.9027,6.1594,46036540,1.2308,3.2654
KVYO US Equity,KLAVIYO INC-A,262176992,-3653000,1089049984,4.7361,6.1515,-330622016,-35.8801,32.3283
KLDI US Equity,KLDISCOVERY INC,13133000,-14314000,605593024,92.5962,0.23,34297000,-5.6836,-4.7946
KLGG US Equity,KLEGG ELECTRONICS INC, , , , , , , , 
CLIMATE SS Equity,KLIMATOR AB, ,-103000,16779270,5.5873,0.7581,-15374868,-58.5698,-2.9653
ALSIM FP Equity,KLIMVEST PLC,0,-378,7975155,0,387.3507,-5902,0.0188,76.6686
KSI CN Equity,KNEAT.COM INC,15763663,-181358,64495968,43.6766,1.2691,-13533901,-24.5762,2.8319
KNOW SS Equity,KNOW IT AB, ,-34799000,7026170880,15.594,1.1047,309796000,3.2755,4.6487
KN US Equity,KNOWLES CORP,78500000,-17200000,1462800000,19.5994,2.6051,51100000,5.471,1.7737
KONSOL DC Equity,KONSOLIDATOR A/S, ,-44000,23909000,39.0271,0.601,-10722000,-53.0694,-3.247
KONT SS Equity,KONTIGO CARE AB, ,-1692000,49770000,0,0.9474,504000,0.5224, 
KTN GR Equity,KONTRON AG,7538000,-46286000,1370657024,20.1554,1.3926,86476000,5.528,2.8468
KOPN US Equity,KOPIN CORP,10777093,-949487,49312316,5.0383,2.5085,-17177504,-42.4399,-7.8124
KOSS US Equity,KOSS CORP, ,-461760,37199480,7.477,16.8898,-1872159,-2.4929,7.0249
KOVO CN Equity,KOVO+ HOLDINGS INC,0,-578912.8125,12225720,64.9238,0.0979,-4755451.5,-57.8593,-34.4764
KSC GR Equity,KPS AG,0,-325000,162736000,32.7469,0.7211,1000,-0.772,2.2839
KMK LN Equity,KROMEK GROUP PLC,793000,-146000,70192000,17.5048,1.5559,-1401000,-4.9124,-0.4688
KBNT US Equity,KUBIENT INC,3177497,-16549,15232077,0.518,6.481,-14251572,-58.0593,-3.7859
KUD SW Equity,KUDELSKI SA-BR,135007008,-4202000,921566976,35.7627,0.6504,-2042000,-3.1164,0.6157
KULR US Equity,KULR TECHNOLOGY GROUP INC,6195400,-266150,10864356,3.2417,0.5659,-22411946,-137.3926,-8.6508
KUR/H CN Equity,KURE TECHNOLOGIES INC,0,0,7000,6000,0.0041,-243000,-3942.8572,-12477.415
