Ticker,Name,Tot Assets:2024,Tot Assets:2023,Tot Assets:2022,Tot Assets:2021,Tot Assets:2020,Tot Assets:2019,Tot Assets:2018,Tot Assets:2017,Tot Assets:2016
KWE CN Equity,KWESST MICRO SYSTEMS INC,5617148,11758832,7323463,8717846,146974,201010, , , 
KD US Equity,KYNDRYL HOLDINGS INC,10590000128,11463999488,13441999872,13212999680,11205000192,11744000000, , , 
LTX CN Equity,LABRADOR RESOURCES INC,1020045,1167177,26051,151,22536,8629,67726,24236,26243
LBWR US Equity,LABWIRE INC, , , , , , , , , 
LAGRB SS Equity,LAGERCRANTZ GROUP AB-B SHS,9841999872,8032999936,6207000064,4609999872,4349000192,3854000128,3632000000,2891000064,2582000128
LRCX US Equity,LAM RESEARCH CORP,18744727552,18781642752,17195632640,15892152320,14559046656,12001333248,12479477760,12122765312,12264314880
LMMY US Equity,LAMY,27453,37044,53996, , , , , , 
LNDNS US Equity,LANDA APP 2 INT SER - 3192 L, , , , , , , , , 
LMBLS US Equity,LANDA APP 3 LLC 6696 MABLETO, , , , , , , , , 
LTRX US Equity,LANTRONIX INC,136208000,151624000,137374000,72566000,67933000,48944000,33855000,30132000,27779000
ALLGO FP Equity,LARGO SA,19041008,12203284,16306143,18187964,5536830,5249451, , , 
LTCH US Equity,LATCH INC, ,294432000,316662016,449600992,89609000, , , , 
LTTC US Equity,LATTICE INC, , , , , , , , , 
LSCC US Equity,LATTICE SEMICONDUCTOR CORP,843902976,840894016,798713024,726494016,680067008,612016000,623686976,635961024,766883008
LVIDE NA Equity,LAVIDE HOLDING NV,412558,2611,0,79000,158000,322000,469000,1123000,986000
LEADD FH Equity,LEADDESK OYJ,31778000,31939810,32760712,37521036,13100490,10467607,5196463,5547458.5, 
LSS FP Equity,LECTRA,915684992,809217984,834897024,795958976,340860992,343505984,303687008,284833984,262462000
LEDIBOND DC Equity,LED IBOND INTERNATIONAL A/S,30229000,33945000,47336000, ,66365204,58023444,66479808, , 
LDOS US Equity,LEIDOS HOLDINGS INC,13104000000,12695000064,13070999552,13260999680,12510999552,9367000064,8769999872,8990000128,9132000256
LEMON FH Equity,LEMONSOFT OYJ,53862000,48885000,35062924,29798474,11823327,7569149,6826902.5, , 
LTV CN Equity,LEONOVUS INC,39610.8398,80260.4688,82779.0078,2188315.25,2454574,2147000,5141000,10906000,253000
ALLEX FP Equity,LEXIBOOK LINGUISTIC ELECTRON,34719476,30459196,28043056,16812172,14743880,18283792,16175755,21044016,29816210
LIBP US Equity,LIBERTY PLUGINS INC, , , , , , , , , 
LTCP US Equity,LIFE'S TIME CAPSULE SERVICES, , , , , , , , , 
360 AU Equity,LIFE360 INC-CDI,441580000,321716992,339630016,302705984,86313000,85541000,37689000,27088000, 
LSPK CN Equity,LIFESPEAK INC,86263120,116097904,152431872,91743168,5679688,1602968,2481000, , 
LGTT US Equity,LIGATT SECURITY INTERNATIONA, , , , , , , , , 
ALGO CN Equity,LIGHT AI INC,324141,692141,884042,945120,661295,6550422,41707748,10010988,23922
LMGR US Equity,LIGHT MANAGEMENT GROUP INC, , , , , , , , , 
LST LN Equity,LIGHT SCIENCE TECHNOLOGIES H,8319141,8333202,7066410,8538632,4638488,4467746,5026381, , 
LIGR SS Equity,LIGHTNING GROUP AB,33223000,36140000,39642000,21129000,15035000,16578000,28188000,29289000,26062000
ALTAI FP Equity,LIGHTON SAS, ,7177000,3005000, , , , , , 
LPTH US Equity,LIGHTPATH TECHNOLOGIES INC-A,48086964,53536184,50713920,54610992,47574920,45973180,47117112,46672216,15589193
LGTS US Equity,LIGHTSPACE CORP, , , , , , , , , 
LSPD CN Equity,LIGHTSPEED COMMERCE INC,2575153920,2668731904,3619980032,2105319040,478428000,255811008,64025000,55451000, 
LIME SS Equity,LIME TECHNOLOGIES AB,920686016,696932992,663931008,665086976,364351008,313567008,269385984,257467008,217180992
LIN FP Equity,LINEDATA SERVICES,324103008,309406016,308456000,318144992,297592000,293315008,276316000,276336000,262644992
LLNXF US Equity,LINK LINUX INC, , , , , , , , , 
LINK NO Equity,LINK MOBILITY GROUP HOLDING,10722162688,11680866304,10994418688,10540394496,7700487168,6070771200,2490470912,2249292032, 
LGIN US Equity,LIONSGATE INS, , , , , , , , , 
LIQDQ US Equity,LIQUID HOLDINGS GROUP INC, , , , , , , , , 
LSKA US Equity,LISKA BIOMETRY INC, , , , , , , , , 
LTE CN Equity,LITE ACCESS TECHNOLOGIES INC, , , ,6547701,11649154,8726413,15422129,23724508,10417189
LITI SS Equity,LITIUM AB,101266912,101314760,107171832,85261400,75931328,50878748,63758312,39000040,41805352
LMSC US Equity,LIVE MICROSYSTEMS INC, , , , , , , , , 
LICH US Equity,LIVECHAIN INC, , , , , , , , , 
LPSN US Equity,LIVEPERSON INC,607777984,835513024,1088940032,1186656000,1006432000,512710016,290103008,232799008,219638000
RAMP US Equity,LIVERAMP HOLDINGS INC,1231442944,1172702976,1333735936,1288321024,1301889024,1472910976,1209496960,1234537984,1149848960
MLLOI FP Equity,LOCASYSTEM INTERNATIONAL, , , , , , , , , 
ALLOG FP Equity,LOGIC INSTRUMENT,14979251,15760108,7461527,7609090, ,7425317,9381579,7785433,6897527
LGMK US Equity,LOGICMARK INC,14221337,17017180,25641124,30123384,26948288,25048182,38055564,48242744,35392996
LGIQ US Equity,LOGIQ INC, ,651278,15184018,34186408,29940104,11331544,5488537,5297461,3395878
LOGISMOS GA Equity,LOGISMOS INFORMATION SYSTEMS, ,8000677,8018467,8389943,8665397,8891334,8971005,8272525,8368234
LOGN SW Equity,LOGITECH INTERNATIONAL-REG,3604704000,3560752896,4035405056,4142377984,2363473920,2024124032,1743156992,1498676992,1324146944
LOIHDE FH Equity,LOIHDE OYJ,130129000,145490000,150904992,127597000,136652000,152512000,160992992,124645000,150238000
LOKO NO Equity,LOKOTECH GROUP AS,52889512,53718392,76471400,83892944,7538102, , , , 
DTK MV Equity,LOQUS HOLDINGS PLC,13734119,13567880,13531798,13142900,11138131,9147662,8322761,8020170,7576210
LTEC US Equity,LOUD TECHNOLOGIES INC, , , , , , , , , 
LOYAL SS Equity,LOYAL SOLUTIONS A/S,18965338,22209316,22049800,41191516,18699544,16547249,14496339, , 
LSX GR Equity,LS TELCOM AG,41168000,41200000,41908000,44491000,39624000,34321000,33042000,33532000,38283000
LUCN US Equity,LUCENT INC,0,0,0,8080,20980,43880,35480,15275, 
LUMEN SS Equity,LUMENRADIO AB,352364992,321502016,191271008,94455000,74156000,50547000, , , 
LITE US Equity,LUMENTUM HOLDINGS INC,3931899904,4632099840,4162200064,3551600128,3292600064,2716600064,1581500032,1232899968,726300032
LMN CN Equity,LUMINE GROUP INC,1288448000,1135895040,400460992,328406016, , , , , 
LUNA US Equity,LUNA INNOVATIONS INC, , ,151007008,130237000,131002000,86524064,75598736,66222636,54996972
LUXX CN Equity,LUXXFOLIO HOLDINGS INC,26273,79212,8449002,23394074,127805,155146,1174654, , 
LVPA US Equity,LVPAI GROUP LTD, , , , , , , , , 
ALMII FP Equity,M2I,50593000,50578000,50377000,45540000,51007000,42707000,34363000,27321000, 
MTSI US Equity,MACOM TECHNOLOGY SOLUTIONS H,1755640064,1553244032,1571816960,1134145024,1146428032,1105574016,1482494976,1637122944,1188551040
MLMCA FP Equity,MACOMPTA FR SAS, ,2707872, , , , , , , 
MCZAF US Equity,MAD CATZ INTERACTIVE INC, , , , , , , , ,55003000
MTEC LN Equity,MADE TECH GROUP PLC,15633000,20179000,21181000,4221000,3256000,2439000, , , 
MLMGL FP Equity,MAGILLEM DESIGN SERVICES, , , , , , , , , 
AVNY US Equity,MANARIS 2010 CORP, , , , , , , , , 
MANH US Equity,MANHATTAN ASSOCIATES INC,757550976,673353024,570177984,539708032,465412000,372279008,307150016,314995008,297140000
MPTH/H CN Equity,MAPATH CAPITAL CORP, , , , , , , , , 
MAPS IM Equity,MAPS SPA,35238772,33733328,53023892,46197268,35336288,25527264,18220126,7970968, 
MAPS DC Equity,MAPSPEOPLE A/S,83928000,82128000,81789000,116186000,70965000,48339000,39039000, , 
MAPT US Equity,MAPTELLIGENT INC, , , , , , , , , 
MRZM US Equity,MARIZYME INC, ,22015076,38687640,65999352,47083560,28613090,28620104,2819482,3044423
MTLO CN Equity,MARTELLO TECHNOLOGIES GROUP,20559672,20154104,41935180,49686456,25241600,29522932,872780,979944,2296846
MRVL US Equity,MARVELL TECHNOLOGY INC,21228500992,22522099712,22108596224,10764923904,11133235200,10016751616,4708286976,4648650240,5442126848
MGLD US Equity,MARYGOLD COMPANIES INC/THE,32899000,35280828,35310576,31507680,24424324,21253608,23101148,19595884,13824746
MASHUP SS Equity,MASHUP IRELAND AB,289356992,30808130,32174292,32532000,29830000,24174000, , , 
MHH US Equity,MASTECH DIGITAL INC,111484000,105227000,108879000,113702000,102046000,90584000,92584000,98604000,39491000
MSWCS US Equity,MASTERWORKS 007 LLC, , , , , , , , , 
MKAWS US Equity,MASTERWORKS 008 LLC, , , , , , , , , 
MSWDS US Equity,MASTERWORKS 009 LLC, , , , , , , , , 
MKOOS US Equity,MASTERWORKS 017 LLC, , , , , , , , , 
MSKHS US Equity,MASTERWORKS 018 LLC CL A, , , , , , , , , 
MWCWS US Equity,MASTERWORKS 024 LLC, , , , , , , , , 
MWBHS US Equity,MASTERWORKS 026 LLC, , , , , , , , , 
MWOPS US Equity,MASTERWORKS 027 LLC, , , , , , , , , 
MWRBS US Equity,MASTERWORKS 029 LLC, , , , , , , , , 
MWOTS US Equity,MASTERWORKS 030 LLC, , , , , , , , , 
MWOYS US Equity,MASTERWORKS 034 LLC CL A, , , , , , , , , 
MSWAS US Equity,MASTERWORKS 037 LLC, , , , , , , , , 
MKSQS US Equity,MASTERWORKS 039 LLC CL A, , , , , , , , , 
MTWFS US Equity,MASTERWORKS 041 LLC, , , , , , , , , 
MWDMS US Equity,MASTERWORKS 042 LLC, , , , , , , , , 
MSWBS US Equity,MASTERWORKS 043 LLC, , , , , , , , , 
MWRXS US Equity,MASTERWORKS 044 LLC, , , , , , , , , 
MTWES US Equity,MASTERWORKS 046 LLC, , , , , , , , , 
MROFS US Equity,MASTERWORKS 047 LLC, , , , , , , , , 
MWRAS US Equity,MASTERWORKS 051 LLC, , , , , , , , , 
MTWIS US Equity,MASTERWORKS 053 LLC, , , , , , , , , 
MWKSS US Equity,MASTERWORKS 054 LLC, , , , , , , , , 
MXZFS US Equity,MASTERWORKS 057 LLC, , , , , , , , , 
MTRWS US Equity,MASTERWORKS 058 LLC, , , , , , , , , 
MWZSS US Equity,MASTERWORKS 060 LLC, , , , , , , , , 
MTWJS US Equity,MASTERWORKS 062 LLC, , , , , , , , , 
MWYKS US Equity,MASTERWORKS 063 LLC CL A, , , , , , , , , 
MTWLS US Equity,MASTERWORKS 064 LLC, , , , , , , , , 
MSFFS US Equity,MASTERWORKS 065 LLC, , , , , , , , , 
MWSSS US Equity,MASTERWORKS 066 LLC LTD, , , , , , , , , 
MRWFS US Equity,MASTERWORKS 067 LLC, , , , , , , , , 
MWXXS US Equity,MASTERWORKS 068 LLC, , , , , , , , , 
MXKSS US Equity,MASTERWORKS 073 LLC, , , , , , , , , 
MWRQS US Equity,MASTERWORKS 074 LLC, , , , , , , , , 
MWRES US Equity,MASTERWORKS 075 LLC, , , , , , , , , 
MWOOS US Equity,MASTERWORKS 079 LLC, , , , , , , , , 
MKSRS US Equity,MASTERWORKS 080 LLC CL A, , , , , , , , , 
MSKES US Equity,MASTERWORKS 081 LLC, , , , , , , , , 
MSWOS US Equity,MASTERWORKS 082 LLC, , , , , , , , , 
MWKES US Equity,MASTERWORKS 085 LLC, , , , , , , , , 
MKOES US Equity,MASTERWORKS 086 LLC, , , , , , , , , 
MWQFS US Equity,MASTERWORKS 088 LLC, , , , , , , , , 
MWZNS US Equity,MASTERWORKS 090 LLC, , , , , , , , , 
MMXSS US Equity,MASTERWORKS 091 LLC, , , , , , , , , 
MRWNS US Equity,MASTERWORKS 094 LLC, , , , , , , , , 
MWERS US Equity,MASTERWORKS 096 LLC CL A, , , , , , , , , 
MSKWS US Equity,MASTERWORKS 100 LLC, , , , , , , , , 
MKKWS US Equity,MASTERWORKS 102 LLC, , , , , , , , , 
MRONS US Equity,MASTERWORKS 103 LLC, , , , , , , , , 
MWRYS US Equity,MASTERWORKS 104 LLC, , , , , , , , , 
MWKPS US Equity,MASTERWORKS 107 LLC, , , , , , , , , 
MWXZS US Equity,MASTERWORKS 108 LLC CL A, , , , , , , , , 
MWQHS US Equity,MASTERWORKS 110 LLC, , , , , , , , , 
MTWUS US Equity,MASTERWORKS 111 LLC, , , , , , , , , 
MXOOS US Equity,MASTERWORKS 114 LLC, , , , , , , , , 
MWKYS US Equity,MASTERWORKS 115 LLC LTD, , , , , , , , , 
MWRZS US Equity,MASTERWORKS 117 LLC, , , , , , , , , 
MKSNS US Equity,MASTERWORKS 118 LLC, , , , , , , , , 
MKOTS US Equity,MASTERWORKS 121 LLC, , , , , , , , , 
MWRCS US Equity,MASTERWORKS 122 LLC, , , , , , , , , 
MTWXS US Equity,MASTERWORKS 123 LLC, , , , , , , , , 
MWKIS US Equity,MASTERWORKS 125 LLC, , , , , , , , , 
MWOXS US Equity,MASTERWORKS 130 LLC, , , , , , , , , 
MWQGS US Equity,MASTERWORKS 133 LLC, , , , , , , , , 
MWWKS US Equity,MASTERWORKS 134 LLC, , , , , , , , , 
MWORS US Equity,MASTERWORKS 136 LLC, , , , , , , , , 
MSAOS US Equity,MASTERWORKS 139 LLC CL A, , , , , , , , , 
MWKWS US Equity,MASTERWORKS 140 LLC, , , , , , , , , 
MWQLS US Equity,MASTERWORKS 142 LLC, , , , , , , , , 
MWRSS US Equity,MASTERWORKS 148 LLC, , , , , , , , , 
MWKXS US Equity,MASTERWORKS 149 LLC, , , , , , , , , 
MWSCS US Equity,MASTERWORKS 150 LLC, , , , , , , , , 
MWQWS US Equity,MASTERWORKS 153 LLC, , , , , , , , , 
MWKOS US Equity,MASTERWORKS 154 LLC, , , , , , , , , 
MWOFS US Equity,MASTERWORKS 155 LLC, , , , , , , , , 
MWOSS US Equity,MASTERWORKS 161 LLC, , , , , , , , , 
MKSOS US Equity,MASTERWORKS 162 LLC - A, , , , , , , , , 
MWSTS US Equity,MASTERWORKS 163 LLC CL A, , , , , , , , , 
MWLTS US Equity,MASTERWORKS 164 LLC, , , , , , , , , 
MWLOS US Equity,MASTERWORKS 168 LLC, , , , , , , , , 
MSOKS US Equity,MASTERWORKS 169 LLC, , , , , , , , , 
MKPKS US Equity,MASTERWORKS 172 LLC, , , , , , , , , 
MTWDS US Equity,MASTERWORKS 174 LLC, , , , , , , , , 
MSWZS US Equity,MASTERWORKS 180 LLC, , , , , , , , , 
MKSBS US Equity,MASTERWORKS 183 LLC CL A, , , , , , , , , 
MWOES US Equity,MASTERWORKS 186 LLC, , , , , , , , , 
MWRNS US Equity,MASTERWORKS 198 LLC, , , , , , , , , 
MWQZS US Equity,MASTERWORKS 200 LLC CL A, , , , , , , , , 
MKSLS US Equity,MASTERWORKS 203 LLC, , , , , , , , , 
MTWCS US Equity,MASTERWORKS 209 LLC, , , , , , , , , 
MMSSS US Equity,MASTERWORKS 215 LLC, , , , , , , , , 
MWCMS US Equity,MASTERWORKS 216 LLC, , , , , , , , , 
MWRGS US Equity,MASTERWORKS 217 LLC, , , , , , , , , 
MTWAS US Equity,MASTERWORKS 224 LLC-CL A, , , , , , , , , 
MWKTS US Equity,MASTERWORKS 248 LLC, , , , , , , , , 
MWOVS US Equity,MASTERWORKS 253 LLC CL A, , , , , , , , , 
MSWWS US Equity,MASTERWORKS 262 LLC CL A, , , , , , , , , 
MWPNS US Equity,MASTERWORKS 264 LLC, , , , , , , , , 
MWRUS US Equity,MASTERWORKS VAULT 1 SER 319, , , , , , , , , 
MKSCS US Equity,MASTERWORKS VAULT 2 SER 328, , , , , , , , , 
MWRPS US Equity,MASTERWORKS VAULT 2 SER 397, , , , , , , , , 
MWKVS US Equity,MASTERWORKS VAULT 3 LLC, , , , , , , , , 
MWVLS US Equity,MASTERWORKS VAULT 4 SER 385, , , , , , , , , 
MWRRS US Equity,MASTERWORKS VAULT 5 SER 430, , , , , , , , , 
MFT IM Equity,MATICA FINTEC SPA,28900814,30210854,31043128,24890054,20721908,18518986,13695043,17852864, 
MAVEN SS Equity,MAVEN WIRELESS SWEDEN AB,161922000,181360000,124196000,87978000,45981092,56711872,37365212, , 
MMS US Equity,MAXIMUS INC,4131507968,3985797120,3992713984,4118964992,2024701952,1745731968,1462000000,1350662016,1348818944
MXL US Equity,MAXLINEAR INC,864638976,1080257024,1180024960,1050384000,1022441984,705790976,743593024,824862016,422652000
MCLD/H CN Equity,MCLOUD TECHNOLOGIES CORP, , , ,72106448,77318808,59858844,6234031,2815469,8978
MDWK US Equity,MDWERKS INC, , , , , , , , , 
MEDHLP SS Equity,MEDHELP CARE AB,58348000,63754000,82050000,92585000,47477000,43353000, , , 
MLLAB FP Equity,MEDIA LAB SPA, ,1671129,1626728,1638542,1664060,1507591,1300613, ,585483
MDGC US Equity,MEDIAG3 INC, , , , , , , , , 
ALMDT FP Equity,MEDIAN TECHNOLOGIES,24373000,35936000,34753000,49388000,25284000,16121000,18148000,34144000,46554000
MEDT US Equity,MEDIATECHNICS CORP, , , , , , , , , 
MEDE US Equity,MEDIES, , , , , , , , , 
MDXL US Equity,MEDIXALL GROUP INC, , , , , , , , , 
AMI GR Equity,MEDONDO HOLDING AG, ,18433970,20475038,18367284,18627078,4263171,3777179.75,3896468.75,3403795.75
MELE BB Equity,MELEXIS NV,894255296,866081152,580232960,461180480,433412320,418609856,428019456,403360576,358165440
MLTR SS Equity,MELTRON AB, , ,17648748,22756456,23036222,12293166,15061608,16347957,16149510
OEE/H CN Equity,MEMEX INC, , ,893913,1568921,1691611,2188749,2319182,4522229,4639491
MEMS FP Equity,MEMSCAP SA,25829000,26282000,23446000,25435000,24463000,25647000,26313000,20788000,22447000
MUM GR Equity,MENSCH UND MASCHINE SOFTWARE,211892000,187199008,187446000,160788000,154728000,159494000,106107000,101790000,100522000
MLNK US Equity,MERIDIANLINK INC,961332992,996251008,1059156992,1025892992,963705024,869406976, , , 
MHRE US Equity,MESA HOME RESOURCES INC, , , , , , , , , 
MMATQ US Equity,META MATERIALS INC, ,55228336,408917984,434024448,32396904,40924136,38097880,28767308,12430944
METG CN Equity,METAGUEST.AI INC,1093596,1217313,1445251,2321089, , , , , 
MTPR US Equity,METAPOWER INTERNATIONAL INC, , , , , , , , , 
ALTHO FP Equity,METAVISIO SA, ,62193420,46218884,47645740,67451104,61296540, , , 
DDD CN Equity,METAVISTA 3D INC, ,65575,0, , , , , , 
MTK IM Equity,METRIKS AI SPA SOCIETA' BENE, , , , , , , , , 
WOWI US Equity,METRO ONE TELECOMMUNICATIONS, , ,5941909, , , , , , 
M3V GR Equity,MEVIS MEDICAL SOLUTIONS AG,26483858,28053946,31201440,27533596,27790846,23919772,24006914,49079000,43003000
ALMEX FP Equity,MEXEDIA SPA, , ,96928, , , , , , 
ALMDG FP Equity,MGI DIGITAL GRAPHIC TECHNOLO,169627008,147684000,140595008,137888992,137902000,130973000,116453000,101933000,95329000
MGTI US Equity,MGT CAPITAL INVESTMENTS INC, ,932000,1654000,2872000,2301000,4294000,523000,13577000,1908000
MSABB SS Equity,MICRO SYSTEMATION AB-B,286955008,278329984,288755008,206542000,188726000,190134000,192508000,200250000,179304992
MCRT US Equity,MICROART INC, , , , , , , , , 
MCHP US Equity,MICROCHIP TECHNOLOGY INC,15873200128,16370299904,16199499776,16478799872,17426100224,18350000128,8257200128,7686900224,5537883136
HOLO US Equity,MICROCLOUD HOLOGRAM INC,221236976,160559200,40903832,27843072,47657,100, , , 
SAAS LN Equity,MICROLISE GROUP PLC,134644000,131179000,126136000,121342000,122298000,44586000,41565000, , 
MU US Equity,MICRON TECHNOLOGY INC,69416001536,64254001152,66282999808,58849001472,53677998080,48887001088,43376001024,35335999488,27540000768
MSFT US Equity,MICROSOFT CORP,512162988032,411976007680,364839993344,333779009536,301311000576,286555996160,258847997952,250311999488,202896998400
MSTR US Equity,MICROSTRATEGY INC-CL A,25843685376,4762527744,2410272000,3557124096,1465612032,916571008,855768000,933219008,768318976
MVIS US Equity,MICROVISION INC,121161000,129635000,114996000,130225000,21006000,11836000,23033000,29767000,20106000
MIDO CN Equity,MIDORI CARBON INC,1290710, , , , , , , , 
MIDW LN Equity,MIDWICH GROUP PLC,650662976,654465024,559774016,373527008,306260992,281310016,229152000,207031008,149263008
MJEM CN Equity,MIJEM NEWCOMM TECH INC, ,46129,681631,2865887,190345, , , , 
MLMC US Equity,MIKE LINDELL MEDIA CORP, , , , , , , , , 
MIM CN Equity,MIMEDIA HOLDINGS INC, , , ,188792,279916,328502,70310, , 
MHUB CN Equity,MINEHUB TECHNOLOGIES INC,5242581,1581438, ,845097,57325, , , , 
MINM US Equity,MINIM INC,307035,12359965,30960006,52912960,29610968,13903000,12216000,8792681,9021769
MITK US Equity,MITEK SYSTEMS INC,413752992,405375008,364479008,419692992,169154000,135896992,127150000,71719000,48385000
MITI US Equity,MITESCO INC,189841,2838,2601980,10654826,798514,100820,3804,0, 
MKSI US Equity,MKS INC,8590000128,9118000128,11495000064,4540000256,3903800064,3416320000,2614245888,2414018048,2212241920
MTBLY US Equity,MOATABLE INC,69468000,69700000,95656000,170175008,213672992,226211008,437192992,1194163968,1176844032
MBT LN Equity,MOBILE TORNADO GROUP PLC, ,1929000,2089000,1969000,2625000,3169000,2517000,2855000,1934000
MBLM CN Equity,MOBILUM TECHNOLOGIES INC, ,2940027.5,16924132,1217208.375,1637650.875, ,14498243,848,781
MBO CN Equity,MOBIO TECHNOLOGIES INC,302039,346519,40308,73557,7073945,2175693,1090282,879342,1613435
MBLV US Equity,MOBIVENTURES INC, , , , , , , , , 
MOBX US Equity,MOBIX LABS INC, , ,10011197,80676072, , , , , 
MBQ GR Equity,MOBOTIX AG,76818000,81490000,87962000,70988000,63480000,53924000,50857000,53568000,53222000
MODEL SS Equity,MODELON AB-B,120957000,105206000,160256992,212654000,98345000,76294000,38642000,35659000,28073000
MDB US Equity,MONGODB INC,2869641984,2588892928,2449587968,1407495040,1328567040,733475968,432844000,174432000,156812992
MPWR US Equity,MONOLITHIC POWER SYSTEMS INC,3617096960,2434352896,2058884992,1585825024,1208491008,956374976,793432000,652569024,511126016
MVY CN Equity,MOOVLY MEDIA INC, ,743937,822295,2486477,733816,853254,1268196,1174320, 
MODI SS Equity,MOTION DISPLAY SCANDINAVIA A,16378861,19665500,23037732,25942924,27537674,27928348,33986000,25698000,24697000
MTRK NA Equity,MOTORK PLC,70834000,71720000,98504000,89576000,45118000,48217000,31615000, , 
MSI US Equity,MOTOROLA SOLUTIONS INC,14595000320,13336000512,12814000128,12188999680,10876000256,10641999872,9409000448,8208000000,8463000064
MOVE US Equity,MOVANO INC,11320000,9421000,13243000,36265000,7083000,4887000, , , 
MVLA US Equity,MOVELLA HOLDINGS INC, , ,328795520,325763104,42000, , , , 
MVNT US Equity,MOVEMENT IND CORP, , , , , , , , , 
MITQ US Equity,MOVING IMAGE TECHNOLOGIES IN,10523000,13330000,14851000,5729000,5704000,4712000, , , 
XDSL US Equity,MPHASE TECHNOLOGIES INC, , , ,21021528,17108956,5614898,1061,10173,33519
PENGU CY Equity,MR PENGU PCL, , , , , , , , , 
MSGL GR Equity,MSG LIFE AG,119271840,120522808,111290680,99498544,82309864,74605408,75500984,70126592,88717888
MUB GR Equity,MUEHLBAUER HOLDING AG, ,621006976,542428352,452228576,380350496,354575648,287235680,258950144,264565568
MSAI US Equity,MULTISENSOR AI HOLDINGS INC,15478000,16372000,17461000,118738384, , , , , 
ALMUN FP Equity,MUNIC,20677934,25273740,28180364,26649510,19604660,20186540,14055337,12579466, 
MUST/H CN Equity,MUST CAPITAL INC,2536,939,360336,517510,20365,72998,19493.2188,12468.123,871558.625
MEC CN Equity,MUSTANG ENERGY CORP,10211522,1616250,795594,291284,509229,12096,318892,637960,281186
C1V GR Equity,MVISE AG,13318000,8785000,14810000,14238000,14526000,19254000,19529000,18759000,6944703.5
MYCR SS Equity,MYCRONIC AB,10412000256,8339999744,7340000256,6136000000,5319000064,4800000000,4199310080,3244375040,2755255040
M0YN GR Equity,MYNARIC AGNAMENS AKTIEN O N, ,119086000,80321000,108029000,86576000,34525000,24762784,31661046, 
MYND US Equity,MYND.AI INC,252619008,404390016,80673000,283076000,302491008,336094016,243455008,229738000,104410000
SAFETYB SS Equity,MYSAFETY GROUP AB,444544992,449628992,25053000,140156000,212514000,274020992,251092000,189048000,109700000
MZPS US Equity,MYZIPSOFT INC, , , , , , , , , 
NABL US Equity,N-ABLE INC,1338846976,1162791040,1078856960,1055699008,1079735040,1013782976, , , 
NACON FP Equity,NACON SA,478958016,483311008,412252000,317512000,299532992,148440992,84790000,71036000, 
N4G GR Equity,NAGA GROUP AG/THE, ,60885000,125147000,177368992,129834000,118979000,124034000,34715000,24200000
NA9 GR Equity,NAGARRO SE,795700992,666080000,619041024,524865984,386822016,342011008,297112000,166136000, 
CTZ CN Equity,NAMSYS INC,9236649,8590508,6706058,5462475,8037343,5554641,3564154,2532839,1544564
NMGX US Equity,NANO MAGIC INC, ,3515104,4090545,4106601,4791500,1320087,1599387,2181275,2793731
NHIQ US Equity,NANTHEALTH INC, , ,159551008,197828000,200288000,266487008,286336992,449195008,684390976
NAPA NO Equity,NAPATECH A/S,229926000,194295008,193968000,176726000,152855008,162690000,127133000,266176000,261399008
NARF LN Equity,NARF INDUSTRIES PLC,2500986,2871059.25,3233838.75,1640329.5,597463, , , , 
NWUC US Equity,NATIONWIDE UTILITIES CORP, , , , , , , , , 
NVTS US Equity,NAVITAS SEMICONDUCTOR CORP,389977984,485545984,425262016,295600992,48507000, , , , 
NCAB SS Equity,NCAB GROUP AB,3391952896,3221344000,3041103104,2660996096,1483008000,873129984,722478016,554304000,533256000
NCC LN Equity,NCC GROUP PLC,420100000,501400000,576400000,432300000,437200000,347300000,353800000,370600000,403320000
NCNO US Equity,NCINO INC,1340429952,1327268992,1301014016,563401024,250151008,119966000, , , 
NATL US Equity,NCR ATLEOS CORP,5552000000,5741000192, , , , , , , 
VYX US Equity,NCR VOYIX CORP,4451999744,4990000128,11507000320,11640999936,8414000128,8986999808,7760999936,7654000128,7672999936
286 GR Equity,NCTE AG, ,4157586.25,4056506.75,4539990, , , , , 
NBIS US Equity,NEBIUS GROUP NV,3548600064,8790210560,8423649792,6866221568,6949782528,4692409344,3735878656,2267569920,1863827584
NEDAP NA Equity,NEDAP N.V.,137382000,139866000,134676992,131511000,119076000,120546000,115438000,113782000,116641000
NEM GR Equity,NEMETSCHEK SE,2136310016,1274332032,1198128000,1072224000,889660992,857203968,580558016,460782016,454748000
NMGC US Equity,NEOMAGIC CORP, , , , , , , , , 
NEOM US Equity,NEOMEDIA TECHNOLOGIES INC, , , , , , , , , 
NEON US Equity,NEONODE INC,18381000,19014000,21198000,22992000,16572000,7436000,13242000,13127000,9703000
NEOB SS Equity,NEOVICI HOLDING AB-B,99261000,68941000,91279000, , , , , , 
NEPA SS Equity,NEPA AB,157992000,179192000,211120992,196712320,167168224,133929696,138140672,101417320,110589192
NDA CN Equity,NEPTUNE DIGITAL ASSETS CORP,50690448,32935524,36042344,54675680,3798958,2814916, , , 
NERD CN Equity,NERDS ON SITE INC,1312020,1239147,1676156,2336492,2837657,4998194,4323903,2506053,2705979
VRL GR Equity,NET DIGITAL AG, ,5792708,7564165,7350792.5,4461842,1247345.25,1492122.125,186440.5625,224346.0313
NETIB SS Equity,NET INSIGHT AB-B,834779008,838398016,845196032,828622976,862371968,686486016,649926976,697443968,728043008
